"","sample_barcode","collection_label","project","site_code","site_name","collection_date","accessioned","sample_type","habitat","host","trophic","site_type","metadata","lat","long","empo_1","empo_2","empo_3","PI","Processing","common_name","family","genus","species","taxonomy_info","photo","photo.notes"
"807",944,"RockSwab4C-M2","Keck","M2","OutsideRocks","20181025","Yes","MarineRockSwab","Marine","Nonhost","Environmental","Core Waimea","submerged boulders",21.63852,-158.07061,"Free-living","Saline","Surface (saline)","Craig","","MarineRockSwab",NA,NA,NA,NA,NA,NA
"808",945,"Limu1A-M2","Keck","M2","OutsideRocks","20181025","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Neomeris sp",21.63852,-158.07061,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Dasycladaceae","Neomeris",NA,"ask for species help","Limu_1A_Site3_1.JPG","2 other photos available"
"809",946,"Limu1B-M2","Keck","M2","OutsideRocks","20181025","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Neomeris sp",21.63852,-158.07061,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Dasycladaceae","Neomeris",NA,"ask for species help","N",NA
"810",947,"Limu1C-M2","Keck","M2","OutsideRocks","20181025","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Neomeris sp",21.63852,-158.07061,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Dasycladaceae","Neomeris",NA,"ask for species help","N",NA
"811",948,"Limu2A-M2","Keck","M2","OutsideRocks","20181025","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Geliadiella sp",21.63852,-158.07061,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Gelidiellaceae","Gelidiella",NA,"ask for species help","N",NA
"812",949,"Limu2B-M2","Keck","M2","OutsideRocks","20181025","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Geliadiella sp",21.63852,-158.07061,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Gelidiellaceae","Gelidiella",NA,"ask for species help","N",NA
"813",950,"Limu2C-M2","Keck","M2","OutsideRocks","20181025","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Geliadiella sp",21.63852,-158.07061,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Gelidiellaceae","Gelidiella",NA,"ask for species help","N",NA
"814",951,"Limu3A-M2","Keck","M2","OutsideRocks","20181025","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Dictyoda sp",21.63852,-158.07061,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Dictyotaceae","Dictyota",NA,"ask for species help","N",NA
"815",952,"Limu3B-M2","Keck","M2","OutsideRocks","20181025","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Dictyoda sp",21.63852,-158.07061,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Dictyotaceae","Dictyota",NA,"ask for species help","Limu_3B_Site3_1.JPG","2 other photos available"
"816",953,"Limu3C-M2","Keck","M2","OutsideRocks","20181025","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Dictyoda sp",21.63852,-158.07061,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Dictyotaceae","Dictyota",NA,"ask for species help","N",NA
"817",954,"Limu4A-M2","Keck","M2","OutsideRocks","20181025","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Halemedia discoidea",21.63852,-158.07061,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Halimedaceae","Halimeda","discoidea","","N",NA
"818",955,"Limu4B-M2","Keck","M2","OutsideRocks","20181025","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Halemedia discoidea",21.63852,-158.07061,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Halimedaceae","Halimeda","discoidea","","Limu_4B_Site3_1.JPG","1 other photo available"
"819",956,"Limu4C-M2","Keck","M2","OutsideRocks","20181025","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Halemedia discoidea",21.63852,-158.07061,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Halimedaceae","Halimeda","discoidea","","N",NA
"820",957,"Limu5A-M2","Keck","M2","OutsideRocks","20181025","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Tiagora sp",21.63852,-158.07061,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae",NA,"Tiagora",NA,"cannot find name + ask for species help","N",NA
"821",958,"Limu5B-M2","Keck","M2","OutsideRocks","20181025","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Tiagora sp",21.63852,-158.07061,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae",NA,"Tiagora",NA,"cannot find name + ask for species help","N",NA
"822",959,"Limu5C-M2","Keck","M2","OutsideRocks","20181025","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Tiagora sp",21.63852,-158.07061,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae",NA,"Tiagora",NA,"cannot find name + ask for species help","Limu_5C_Site3_1.JPG","2 other photos available"
"823",960,"Limu6A-M2","Keck","M2","OutsideRocks","20181025","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Acanthophora sp",21.63852,-158.07061,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Rhodomelaceae","Acanthophora",NA,"ask for species help","N",NA
"824",961,"Limu6B-M2","Keck","M2","OutsideRocks","20181025","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Acanthophora sp",21.63852,-158.07061,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Rhodomelaceae","Acanthophora",NA,"ask for species help","Limu_6B_Site3_2.JPG","1 other photo available"
"825",962,"Limu6C-M2","Keck","M2","OutsideRocks","20181025","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Acanthophora sp",21.63852,-158.07061,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Rhodomelaceae","Acanthophora",NA,"ask for species help","N",NA
"826",963,"CCAType1A-M2","Keck","M2","OutsideRocks","20181025","Yes","CCA","Marine","Plant","PrimaryProducer","Core Waimea","Red",21.63852,-158.07061,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","CCA",NA,NA,NA,"what kind of red CCA?","N",NA
"827",964,"CCAType1B-M2","Keck","M2","OutsideRocks","20181025","Yes","CCA","Marine","Plant","PrimaryProducer","Core Waimea","Red",21.63852,-158.07061,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","CCA",NA,NA,NA,"what kind of red CCA?","N",NA
"828",965,"CCAType1C-M2","Keck","M2","OutsideRocks","20181025","Yes","CCA","Marine","Plant","PrimaryProducer","Core Waimea","Red",21.63852,-158.07061,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","CCA",NA,NA,NA,"what kind of red CCA?","N",NA
"829",966,"CCAType2A-M2","Keck","M2","OutsideRocks","20181025","Yes","CCA","Marine","Plant","PrimaryProducer","Core Waimea","Purple",21.63852,-158.07061,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","CCA",NA,NA,NA,"what kind of purple CCA?","N",NA
"830",967,"CCAType2B-M2","Keck","M2","OutsideRocks","20181025","Yes","CCA","Marine","Plant","PrimaryProducer","Core Waimea","Purple",21.63852,-158.07061,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","CCA",NA,NA,NA,"what kind of purple CCA?","N",NA
"831",968,"CCAType2C-M2","Keck","M2","OutsideRocks","20181025","Yes","CCA","Marine","Plant","PrimaryProducer","Core Waimea","Purple",21.63852,-158.07061,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","CCA",NA,NA,NA,"what kind of purple CCA?","N",NA
"832",969,"CCAType3A-M2","Keck","M2","OutsideRocks","20181025","Yes","CCA","Marine","Plant","PrimaryProducer","Core Waimea","Pink",21.63852,-158.07061,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","CCA",NA,NA,NA,"what kind of pink CCA?","N",NA
"833",970,"CCAType3B-M2","Keck","M2","OutsideRocks","20181025","Yes","CCA","Marine","Plant","PrimaryProducer","Core Waimea","Pink",21.63852,-158.07061,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","CCA",NA,NA,NA,"what kind of pink CCA?","N",NA
"834",971,"CCAType3C-M2","Keck","M2","OutsideRocks","20181025","Yes","CCA","Marine","Plant","PrimaryProducer","Core Waimea","Pink",21.63852,-158.07061,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","CCA",NA,NA,NA,"what kind of pink CCA?","N",NA
"835",972,"MonocotSwabA","Keck","06","Beach","20181108","Yes","MonocotLeafSwab","Terrestrial","Plant","PrimaryProducer","Core Waimea","Guinea grass",21.64051,-158.06264,"Host-associated","Plant","Plant surface","Anthony",NA,"Monocot Plant","Poaceae",NA,NA,"what kind of grass?","MonocotA_Site6_1.JPG","1 other photo available"
"836",973,"MonocotSwabB","Keck","06","Beach","20181108","Yes","MonocotLeafSwab","Terrestrial","Plant","PrimaryProducer","Core Waimea","Palm sp.",21.64051,-158.06264,"Host-associated","Plant","Plant surface","Anthony",NA,"Monocot Plant","Arecaceae",NA,NA,"what kind of palm?","MonocotB_Site6_1.JPG",NA
"837",974,"MonocotSwabC","Keck","06","Beach","20181108","Yes","MonocotLeafSwab","Terrestrial","Plant","PrimaryProducer","Core Waimea","Grass, prostrate",21.64051,-158.06264,"Host-associated","Plant","Plant surface","Anthony",NA,"Monocot Plant","Poaceae",NA,NA,"what kind of grass?","MonocotC_Site6_1.JPG","1 other photo available"
"838",975,"MonocotFlowerA","Keck","06","Beach","20181108","Yes","MonocotFruit","Terrestrial","Plant","PrimaryProducer","Core Waimea","Megathyrsus maximus",21.64051,-158.06264,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Monocot Plant","Poaceae","Megathyrsus","maximus","","MonocotA_Site6_1.JPG",NA
"839",976,"MonocotFlowerC","Keck","06","Beach","20181108","Yes","MonocotFruit","Terrestrial","Plant","PrimaryProducer","Core Waimea","grass sp",21.64051,-158.06264,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Monocot Plant","Poaceae",NA,NA,"what kind of grass?","MonocotC_Site6_1.JPG","1 other photo available"
"840",977,"MossA","Keck","06","Beach","20181108","Yes","MossThallus","Terrestrial","Plant","PrimaryProducer","Core Waimea","Spiky",21.64051,-158.06264,"Host-associated","Plant","Plant corpus","Nicole","Freeze Dry","Moss",NA,NA,NA,"what kind of spiky moss?","MossA_Site6_1.JPG",NA
"841",978,"MossB","Keck","06","Beach","20181108","Yes","MossThallus","Terrestrial","Plant","PrimaryProducer","Core Waimea","Flat leaf, clumps",21.64051,-158.06264,"Host-associated","Plant","Plant corpus","Nicole","Freeze Dry","Moss",NA,NA,NA,"what kind of moss?","MossB_Site6_1.JPG",NA
"842",979,"MossC","Keck","06","Beach","20181108","Yes","MossThallus","Terrestrial","Plant","PrimaryProducer","Core Waimea","Flat leaf, crawl/spreads",21.64051,-158.06264,"Host-associated","Plant","Plant corpus","Nicole","Freeze Dry","Moss",NA,NA,NA,"what kind of moss?","MossC_Site6_1.JPG","2 other photos available"
"843",980,"LichenA","Keck","06","Beach","20181108","Yes","LichenThallus","Terrestrial","Plant","PrimaryProducer","Core Waimea","Light green w/ whitish discs",21.64051,-158.06264,"Host-associated","Plant","Plant corpus","Nicole","Freeze Dry","Lichen",NA,NA,NA,"what kind of lichen?","LichenA_Site6_1.JPG",NA
"844",981,"LichenB","Keck","06","Beach","20181108","Yes","LichenThallus","Terrestrial","Plant","PrimaryProducer","Core Waimea","Flat, frilly, white",21.64051,-158.06264,"Host-associated","Plant","Plant corpus","Nicole","Freeze Dry","Lichen",NA,NA,NA,"what kind of lichen?","LichenB_Site6_1.JPG","1 other photo available"
"845",982,"LichenC","Keck","06","Beach","20181108","Yes","LichenThallus","Terrestrial","Plant","PrimaryProducer","Core Waimea","Greenish, small black spots/cups",21.64051,-158.06264,"Host-associated","Plant","Plant corpus","Nicole","Freeze Dry","Lichen",NA,NA,NA,"what kind of lichen?","LichenC_Site6_1.JPG",NA
"846",983,"RockSwabA","Keck","06","Beach","20181108","Yes","RockSwab","Terrestrial","Nonhost","Environmental","Core Waimea","",21.64051,-158.06264,"Free-living","Non-saline","Surface (non-saline)","Anthony",NA,"RockSwab",NA,NA,NA,NA,NA,NA
"847",984,"RockSwabB","Keck","06","Beach","20181108","Yes","RockSwab","Terrestrial","Nonhost","Environmental","Core Waimea","",21.64051,-158.06264,"Free-living","Non-saline","Surface (non-saline)","Anthony",NA,"RockSwab",NA,NA,NA,NA,NA,NA
"848",985,"RockSwabC","Keck","06","Beach","20181108","Yes","RockSwab","Terrestrial","Nonhost","Environmental","Core Waimea","",21.64051,-158.06264,"Free-living","Non-saline","Surface (non-saline)","Anthony",NA,"RockSwab",NA,NA,NA,NA,NA,NA
"849",986,"TerrGastroA","Keck","06","Beach","20181108","Yes","TerrestrialGastropod","Terrestrial","Animal","Detritivore","Core Waimea","Giant African",21.64051,-158.06264,"Host-associated","Animal","Animal corpus","Matt","Dissect","Snail","Achatinidae","Achatina","fulica","","N",NA
"850",987,"TerrGastroB","Keck","06","Beach","20181108","Yes","TerrestrialGastropod","Terrestrial","Animal","Detritivore","Core Waimea","Giant African",21.64051,-158.06264,"Host-associated","Animal","Animal corpus","Matt","Dissect","Snail","Achatinidae","Achatina","fulica","","N",NA
"851",988,"TerrGastroC","Keck","06","Beach","20181108","Yes","TerrestrialGastropod","Terrestrial","Animal","Detritivore","Core Waimea","Giant African",21.64051,-158.06264,"Host-associated","Animal","Animal corpus","Matt","Dissect","Snail","Achatinidae","Achatina","fulica","","N",NA
"852",989,"MonocotStemA","Keck","06","Beach","20181108","Yes","MonocotStem","Terrestrial","Plant","PrimaryProducer","Core Waimea","Megathyrsus maximus",21.64051,-158.06264,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Monocot Plant","Poaceae","Megathyrsus","maximus","","MonocotA_Site6_1.JPG",NA
"853",990,"MonocotStemB","Keck","06","Beach","20181108","Yes","MonocotStem","Terrestrial","Plant","PrimaryProducer","Core Waimea","Phoenix sp",21.64051,-158.06264,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Monocot Plant","Arecaceae","Phoenix",NA,"ask for species help","MonocotB_Site6_1.JPG",NA
"854",991,"MonocotStemC","Keck","06","Beach","20181108","Yes","MonocotStem","Terrestrial","Plant","PrimaryProducer","Core Waimea","grass sp",21.64051,-158.06264,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Monocot Plant","Poaceae",NA,NA,"what kind of grass?","MonocotC_Site6_1.JPG","1 other photo available"
"855",992,"DicotFlowerA","Keck","06","Beach","20181108","Yes","DicotFlower","Terrestrial","Plant","PrimaryProducer","Core Waimea","Hibiscus tiliaceus",21.64051,-158.06264,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Dicot Plant","Malvaceae","Hibiscus","tiliaceus","","DicotA_Site6_2.JPG & DicotA_Site6_FLWR_LVES_1.JPG",NA
"856",993,"DicotFlowerB","Keck","06","Beach","20181108","Yes","DicotFlower","Terrestrial","Plant","PrimaryProducer","Core Waimea","Leucaena leucocephala",21.64051,-158.06264,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Dicot Plant","Fabaceae","Leucana","leucocephala","","DicotB_Site6_1.JPG & DicotB_Site6_1.JPG","same label, 2 photos"
"857",994,"DicotFlowerC","Keck","06","Beach","20181108","Yes","DicotFlower","Terrestrial","Plant","PrimaryProducer","Core Waimea","Thespesia populnea",21.64051,-158.06264,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Dicot Plant","Malvaceae","Thespesia","populnea","","DicotC_Site6_1.JPG","1 other photo available"
"858",995,"DicotFruitA","Keck","06","Beach","20181108","Yes","DicotFruit","Terrestrial","Plant","PrimaryProducer","Core Waimea","Hibiscus tiliaceus",21.64051,-158.06264,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Dicot Plant","Malvaceae","Hibiscus","tiliaceus","","DicotA_Site6_2.JPG & DicotA_Site6_FLWR_LVES_1.JPG",NA
"859",996,"DicotFruitB","Keck","06","Beach","20181108","Yes","DicotFruit","Terrestrial","Plant","PrimaryProducer","Core Waimea","Leucaena leucocephala",21.64051,-158.06264,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Dicot Plant","Fabaceae","Leucana","leucocephala","","DicotB_Site6_1.JPG & DicotB_Site6_1.JPG","same label, 2 photos"
"860",997,"DicotFruitC","Keck","06","Beach","20181108","Yes","DicotFruit","Terrestrial","Plant","PrimaryProducer","Core Waimea","Thespesia populnea",21.64051,-158.06264,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Dicot Plant","Malvaceae","Thespesia","populnea","","DicotC_Site6_1.JPG","1 other photo available"
"861",998,"DicotLeafA","Keck","06","Beach","20181108","Yes","DicotLeaf","Terrestrial","Plant","PrimaryProducer","Core Waimea","Hibiscus tiliaceus",21.64051,-158.06264,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Dicot Plant","Malvaceae","Hibiscus","tiliaceus","","DicotA_Site6_2.JPG & DicotA_Site6_FLWR_LVES_1.JPG",NA
"862",999,"DicotLeafB","Keck","06","Beach","20181108","Yes","DicotLeaf","Terrestrial","Plant","PrimaryProducer","Core Waimea","Leucaena leucocephala",21.64051,-158.06264,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Dicot Plant","Fabaceae","Leucana","leucocephala","","DicotB_Site6_1.JPG & DicotB_Site6_1.JPG","same label, 2 photos"
"863",1000,"DicotLeafC","Keck","06","Beach","20181108","Yes","DicotLeaf","Terrestrial","Plant","PrimaryProducer","Core Waimea","Thespesia populnea",21.64051,-158.06264,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Dicot Plant","Malvaceae","Thespesia","populnea","","DicotC_Site6_1.JPG","1 other photo available"
"864",1001,"DicotSwabA","Keck","06","Beach","20181108","Yes","DicotLeafSwab","Terrestrial","Plant","PrimaryProducer","Core Waimea","Hibiscus tiliaceus",21.64051,-158.06264,"Host-associated","Plant","Plant surface","Anthony",NA,"Dicot Plant","Malvaceae","Hibiscus","tiliaceus","","DicotA_Site6_2.JPG & DicotA_Site6_FLWR_LVES_1.JPG",NA
"865",1002,"DicotSwabB","Keck","06","Beach","20181108","Yes","DicotLeafSwab","Terrestrial","Plant","PrimaryProducer","Core Waimea","Leucaena leucocephala",21.64051,-158.06264,"Host-associated","Plant","Plant surface","Anthony",NA,"Dicot Plant","Fabaceae","Leucana","leucocephala","","DicotB_Site6_1.JPG & DicotB_Site6_1.JPG","same label, 2 photos"
"866",1003,"DicotSwabC","Keck","06","Beach","20181108","Yes","DicotLeafSwab","Terrestrial","Plant","PrimaryProducer","Core Waimea","Thespesia populnea",21.64051,-158.06264,"Host-associated","Plant","Plant surface","Anthony",NA,"Dicot Plant","Malvaceae","Thespesia","populnea","","DicotC_Site6_1.JPG","1 other photo available"
"867",1004,"DicotStemA","Keck","06","Beach","20181108","Yes","DicotStem","Terrestrial","Plant","PrimaryProducer","Core Waimea","Hibiscus tiliaceus",21.64051,-158.06264,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Dicot Plant","Malvaceae","Hibiscus","tiliaceus","","DicotA_Site6_2.JPG & DicotA_Site6_FLWR_LVES_1.JPG",NA
